"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"CEN11WA042","ACC","77683","2010-10-23T14:50:00Z","New Castle","","United Kingdom","","N2NR","FALSE","None","","Fatal","3","0","0","","","54.230278","-6.170833","AGUSTA","A109","HELI","","","FALSE","","NSCH","BUS","NUSN","Destroyed","","N2NR INC Trustee","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=77683","11/2/2010 2:23:00 PM",
"CEN11WA070","ACC","77806","2010-10-15T16:30:00Z","Minatitlan Veracruz","","Mexico","","XA-IUR","FALSE","None","","Fatal","8","0","0","","","0","0","BELL","212","HELI","","","FALSE","1","","","UNK","Substantial","","","N/A","FALSE","","",
"CEN11GA020","ACC","77598","2010-10-15T11:10:00Z","Clarkson Valley","Missouri","United States","","N96MP","FALSE","DirectorBrief","2012-03-08T05:00:00Z","Fatal","1","0","0","The total loss of engine power due to fuel exhaustion, which resulted from the pilot's inadequate preflight planning and decision-making, and his improper control inputs following the loss of engine power, which resulted in mast bumping and separation of the main rotor. Contributing to the accident was the pilot's improper judgment in acting as a pilot with disqualifying medical conditions.","","38.633056","-90.597778","BELL","206B","HELI","","","FALSE","1","","PUBS","091","Substantial","VMC","MISSOURI STATE HIGHWAY PATROL","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77598","1/4/2012 7:19:00 PM",
"CEN10LA558","ACC","77397","2010-09-25T09:25:00Z","Pattison","Texas","United States","","N520RW","FALSE","DirectorBrief","2011-12-27T05:00:00Z","Fatal","1","0","0","The pilot's failure to maintain main rotor rpm, which resulted in an uncontrolled descent and collision with terrain.","","29.810277","-96.046669","Worthington","Rotorway","HELI","NONE","PRIVATE HELIPAD","TRUE","1","","PERS","091","Substantial","VMC","William S. Worthington","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77397","1/19/2011 5:27:00 PM",
"ERA10LA488","ACC","77338","2010-09-19T13:07:00Z","Halifax","Massachusetts","United States","","UNREG","FALSE","DirectorBrief","2011-12-27T05:00:00Z","Fatal","1","0","0","The pilot's loss of control while hovering. Contributing to the accident was the pilot’s limited experience operating the helicopter make and model.","","42.025001","-70.838058","Schulman","Mosquito XEL","HELI","","","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77338","11/16/2011 3:07:00 PM",
"CEN10WA546","ACC","77334","2010-09-18T17:57:00Z","San Pedro Sula","","Honduras","","HR-AVL","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","0","0","","","0","0","BELL","206","HELI","","","FALSE","1","","","UNK","Substantial","VMC","Unknown","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=77334","9/23/2010 5:23:00 PM",
"ERA10WA509","ACC","77581","2010-09-15T21:50:00Z","Lagoa do Triunfo, Para","","Brazil","","PR-DAN","FALSE","None","2020-11-03T05:00:00Z","Fatal","4","0","0","","","-6.538055","-52.768611","ROBINSON","R44","HELI","SNXK","Fazenda Lagoa do Triunfo","FALSE","1","","UNK","NUSN","Substantial","","","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=77581","10/25/2010 6:09:00 PM",
"WPR10LA464","ACC","77354","2010-09-11T15:00:00Z","Majuro","Pacific Ocean","United States","","N74LB","FALSE","DirectorBrief","2012-01-17T05:00:00Z","Fatal","1","0","1","A loss of helicopter control for undetermined reasons.","","37.636043","-130.069869","HUGHES","OH-6A","HELI","","","FALSE","1","","AOBV","091","Substantial","VMC","JIMS AIR REPAIR INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77354","11/28/2011 4:28:00 PM",
"ERA10WA507","ACC","77462","2010-09-10T14:45:00Z","Itanhaem","","Brazil","","PT-YON","FALSE","None","2020-11-03T05:00:00Z","Fatal","2","0","0","","","-24.034999","-46.848888","ROBINSON","R44","HELI","","","FALSE","","","UNK","NUSN","Substantial","","AM Transportes Ltda ME","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=77462","10/6/2010 4:52:00 PM",
"CEN10WA574","ACC","77434","2010-09-03T04:00:00Z","Tuxtlas","","Mexico","","XB-KYY","FALSE","None","2020-11-03T05:00:00Z","Fatal","2","0","0","","","0","0","BELL","OH-58","HELI","","","FALSE","","NSCH","","UNK","Substantial","","","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=77434","9/30/2010 7:22:00 PM",
"WPR10FA440","ACC","77150","2010-08-31T09:29:00Z","Kamiah","Idaho","United States","","N67264","FALSE","DirectorBrief","2012-04-04T04:00:00Z","Fatal","3","0","0","In-flight impact of a passenger's metal clipboard with the helicopter’s tail rotor, which resulted in destruction of the tail rotor and subsequent loss of control of the helicopter. The original location of the clipboard and how it became free could not be determined.","","46.2275","-116.036666","HILLER","UH 12E","HELI","S73","Kamiah Municipal","FALSE","1","","AOBV","091","Substantial","VMC","Valley Helicopter","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77150","2/15/2012 7:52:00 PM",
"CEN10FA509","ACC","77134","2010-08-31T03:55:00Z","Walnut Grove","Arkansas","United States","","N62AE","FALSE","DirectorBrief","2011-11-17T05:00:00Z","Fatal","3","0","0","The pilot’s loss of aircraft control, due to spatial disorientation, resulting in the in-flight separation of the main rotor and tail boom.","","35.561668","-92.554168","BELL HELICOPTER TEXTRON","206L-1","HELI","","","FALSE","1","","POSI","091","Substantial","IMC","AIR EVAC EMS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77134","9/29/2011 3:36:00 PM",
"ERA10WA428","ACC","76985","2010-08-12T06:00:00Z","Milazzo","","Italy","","I-KOST","FALSE","None","2020-11-03T05:00:00Z","Fatal","4","0","0","","","0","0","ROBINSON","R44","HELI","","Milazzo","FALSE","","","PERS","NUSN","Destroyed","VMC","Intesa Leasing Rent & Fly","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=76985","11/2/2010 7:31:00 PM",
"ERA10WA415","ACC","76926","2010-08-08T12:49:00Z","Minsk","","Belarus","","D-HDWM","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","0","0","","","0","0","HUGHES","369","HELI","UMMB","Borovaya Airfield","FALSE","1","","ASHO","NUSN","Destroyed","VMC","","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=76926","9/10/2010 5:29:00 PM",
"ERA10FA403","ACC","76872","2010-08-02T19:00:00Z","Blairsville","Georgia","United States","","N34JS","FALSE","DirectorBrief","2012-02-06T05:00:00Z","Fatal","2","0","0","The non-instrument-rated pilot's continued visual flight into instrument meteorological conditions, which resulted in controlled flight into terrain.","","34.717498","-83.92028","ROBINSON HELICOPTER COMPANY","R44 II","HELI","","","FALSE","1","","PERS","091","Substantial","IMC","Adam C. Reeves","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76872","12/12/2011 6:59:00 PM",
"ERA10WA394","ACC","76841","2010-07-29T04:00:00Z","Libertad","","Uruguay","","N527TK","FALSE","None","","Fatal","1","0","0","","","-34.648869","-56.634063","BELL HELICOPTER TEXTRON CANADA","206B","HELI","","","FALSE","1","","BUS","NUSN","Substantial","VMC","","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=76841","8/18/2010 3:53:00 PM",
"WPR10FA371","ACC","76783","2010-07-28T13:42:00Z","Tucson","Arizona","United States","","N509AM","FALSE","DirectorBrief","2012-05-03T04:00:00Z","Fatal","3","0","0","The repair station technician did not properly install the fuel inlet union during reassembly of the engine; the operator’s maintenance personnel did not adequately inspect the technician's work; and the pilot who performed the post maintenance check flight did not follow the helicopter manufacturer's procedures. Also causal were the lack of requirements by the Federal Aviation Administration, the operator, and the repair station for an independent inspection of the work performed by the technician. A contributing factor was the inadequate oversight of the repair station by the Federal Aviation Administration, which resulted in the repair station performing recurring maintenance at the operator’s facilities without authorization.","","32.256111","-110.956665","AMERICAN EUROCOPTER LLC","AS 350 B3","HELI","KAVQ","Marana Regional Airport","FALSE","1","NSCH","POSI","091","Substantial","VMC","Air Methods","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76783","3/28/2012 6:42:00 PM",
"CEN10LA431","ACC","76741","2010-07-24T14:00:00Z","Rochester","Minnesota","United States","","N124SH","FALSE","DirectorBrief","2014-03-07T05:00:00Z","Fatal","1","0","0","The total loss of engine power due to a high-cycle fatigue fracture of a first-stage compressor blade. The reason for the fracture could not be determined during postaccident examination.","","44.04972","-92.326385","BELL","47G-4A","HELI","","","FALSE","1","","AAPL","137","Substantial","VMC","SCOTTS HELICOPTER SERVICES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76741","1/16/2014 4:26:00 PM",
"CEN10WA435","ACC","76756","2010-07-23T15:10:00Z","Salzburg","","Austria","","OE-XBT","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","0","0","","","0","0","BELL","204","HELI","","","FALSE","1","NSCH","","NUSC","Substantial","","Heli Austria GmbH","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=76756","9/9/2010 7:19:00 PM",
"CEN10FA424","ACC","76724","2010-07-22T19:25:00Z","Kingfisher","Oklahoma","United States","","N918EM","FALSE","DirectorBrief","2013-07-18T04:00:00Z","Fatal","2","1","0","The pilot’s impaired judgment, due to medications, which led to an abrupt low-level maneuver and subsequent impact with trees and terrain.","","35.782501","-97.914169","EUROCOPTER","AS 350 B2","HELI","","","FALSE","1","NSCH","POSI","091","Substantial","VMC","EAGLEMED LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76724","5/8/2013 6:31:00 PM",
"ERA10WA371","ACC","76709","2010-07-16T16:45:00Z","Novo Horizonte","","Brazil","","PR-TNB","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","0","1","","","-21.451389","-49.437778","ROBINSON","R44","HELI","","","FALSE","1","","UNK","NUSN","Destroyed","","Pereira Alvim Participacoes e Empreendimentos Ltda","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=76709","7/28/2010 5:53:00 PM",
"WPR10LA354","ACC","76660","2010-07-16T15:30:00Z","Salt Lake City","Utah","United States","","N944DW","FALSE","DirectorBrief","2011-01-07T05:00:00Z","Fatal","1","3","0","The pilot's loss of directional control while attempting to move the helicopter laterally without first lifting it fully off its landing platform.","","40.788333","-111.977775","ROBINSON HELICOPTER COMPANY","R44 II","HELI","KSLC","Salt Lake City Int.","FALSE","1","","POSI","091","Substantial","VMC","Pathfinder Helicopters","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76660","9/22/2010 7:37:00 PM",
"ERA10LA348","ACC","76520","2010-07-05T17:45:00Z","Marion","Kentucky","United States","","N857PM","FALSE","DirectorBrief","2011-11-29T05:00:00Z","Fatal","1","0","0","The pilot's failure to maintain clearance from power lines during an aerial application flight.","","37.185276","-88.136108","ROBINSON HELICOPTER","R44","HELI","","","FALSE","1","","AAPL","137","Substantial","VMC","FOREST TECH LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76520","10/24/2011 1:59:00 PM",
"WPR10WA321","ACC","76501","2010-06-25T02:45:00Z","Borneo Island","","Indonesia","","N229AC","FALSE","None","","Fatal","1","0","1","","","3.347492","117.523983","ERICKSON","S64E","HELI","","","FALSE","2","","EXLD","NUSN","Substantial","","","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=76501","7/15/2010 10:01:00 PM",
"ANC10LA053","ACC","76386","2010-06-19T17:00:00Z","Unalaska","Alaska","United States","","N333DV","FALSE","DirectorBrief","2011-03-16T04:00:00Z","Fatal","1","0","0","The pilot's inappropriate low altitude maneuvering, which resulted in a collision with terrain.","","53.45639","-167.872222","ROBINSON HELICOPTER","R44","HELI","","","FALSE","1","","OWRK","091","Substantial","VMC","BERING PACIFIC RANCHES LTD","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76386","10/28/2010 5:11:00 PM",
"ERA10WA338","ACC","76454","2010-06-18T11:18:00Z","Buenos Aires","","Argentina","","LV-WJX","FALSE","None","2020-11-03T05:00:00Z","Fatal","2","0","0","","","-34.374168","-58.502223","BOLKOW","BO105","HELI","","","FALSE","2","","AOBV","NUSN","Destroyed","VMC","","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=76454","9/2/2010 2:13:00 PM",
"WPR10FA295","ACC","76343","2010-06-16T14:40:00Z","Donnelly","Idaho","United States","","N134WC","FALSE","DirectorBrief","2012-03-08T05:00:00Z","Fatal","1","0","0","The collision of two counter-rotating main rotor blades for undetermined reasons, which resulted in a loss of control.","","44.762222","-116.184997","KAMAN AEROSPACE CORP","K-1200","HELI","","","FALSE","1","","EXLD","133","Substantial","VMC","WOODY CONTRACTING INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76343","1/20/2012 7:49:00 PM",
"WPR10FA277","ACC","76204","2010-06-02T16:30:00Z","Spokane","Washington","United States","","N522SA","FALSE","DirectorBrief","2012-10-04T04:00:00Z","Fatal","1","0","0","A loss of engine power for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation and the student pilot's failure to maintain main rotor rpm. Contributing to the accident was the student pilot's low total flight experience.","","47.690555","-117.301666","ROBINSON","R22 Beta","HELI","SFF","Felts Field","FALSE","1","","INST","091","Substantial","VMC","Inland Helicopters, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76204","8/14/2012 4:19:00 PM",
"CEN10FA291","ACC","76203","2010-06-02T14:00:00Z","Midlothian","Texas","United States","","N515MK","FALSE","DirectorBrief","2012-04-04T04:00:00Z","Fatal","2","0","0","The fracture of a swashplate drive pin as a result of hydrogen embrittlement due to an unknown source, which resulted in an in-flight breakup of the main rotor system during cruise flight.","","32.45861","-97.038887","BELL","222","HELI","","","FALSE","2","","OWRK","091","Substantial","VMC","CareFlite","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76203","1/6/2012 2:16:00 PM",
"ERA10FA283","ACC","76131","2010-05-26T16:45:00Z","Boxborough","Massachusetts","United States","","N73SJ","FALSE","DirectorBrief","2011-10-06T04:00:00Z","Fatal","1","1","0","The FAA inspector's rapid reduction of power which resulted in a loss of engine power and his decision to initiate a turn during the autorotation without sufficient altitude to clear obstacles. Contributing to the accident was the FAA’s lack of comprehensive currency requirements in the make and model helicopter and the inspector's specific limited recent flight experience related to this make and model helicopter.","","42.50111","-71.541114","SCHWEIZER","269C-1","HELI","","","FALSE","1","","INST","091","Substantial","VMC","Blue Hill Helicopters","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76131","5/24/2011 7:12:00 PM",
"CEN10WA273","ACC","76153","2010-05-23T14:30:00Z","Görkwitz","","Germany","","N8672","FALSE","None","","Fatal","4","0","0","","","50.578232","11.767277","FAIRCHILD HILLER","FH-1100","HELI","","","FALSE","1","","UNK","UNK","Substantial","VMC","","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=76153","6/3/2010 3:08:00 PM",
"WPR10WA249","ACC","76067","2010-05-20T04:15:00Z","Traralgon, Australia","","Australia","","VH-OSU","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","0","0","","","-38.516666","146.433334","BELL","206","HELI","","Latrobe Valley","FALSE","","NSCH","AAPL","NUSN","Destroyed","","","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=76067","5/25/2010 7:30:00 PM",
"WPR10WA245","ACC","76048","2010-05-17T07:15:00Z","Lucena City, Philippines","","Philippines","","RP-C2550","FALSE","None","2020-11-03T05:00:00Z","Fatal","4","0","0","","","13.933333","121.604721","ROBINSON","R44","HELI","","","FALSE","","","BUS","NUSN","Destroyed","","","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=76048","5/25/2010 7:22:00 PM",
"ERA10MA188","ACC","75577","2010-03-25T06:00:00Z","Brownsville","Tennessee","United States","","N855HW","FALSE","DirectorBrief","2012-01-19T05:00:00Z","Fatal","3","0","0","The pilot's decision to attempt the flight into approaching adverse weather, resulting in an encounter with a thunderstorm with localized instrument meteorological conditions, heavy rain, and severe turbulence that led to a loss of control.","","35.607223","-89.194999","EUROCOPTER","AS-350-B3","HELI","","","FALSE","1","","POSI","091","Substantial","IMC","MEMPHIS MEDICAL CENTER AIR AMBULANCE SERVICE","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=75577","7/25/2012 5:51:00 PM",
"ERA10WA171","ACC","75472","2010-03-10T10:00:00Z","Karelia","","Russia","","RA-04163","FALSE","None","2020-11-03T05:00:00Z","Fatal","2","0","0","","","0","0","ROBINSON","R44","HELI","","","FALSE","1","","PERS","NUSN","Substantial","","Dmitry Martynov","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=75472","3/22/2010 5:52:00 PM",
"CEN10FA139","ACC","75449","2010-03-06T12:20:00Z","Cotulla","Texas","United States","","N922SH","FALSE","DirectorBrief","2011-12-19T05:00:00Z","Fatal","2","0","0","A loss of engine power due to fuel exhaustion as a result of the pilot's inadequate fuel planning. Contributing to the accident was the low-altitude operating environment that would not allow for a successful autorotation after the loss of engine power.","","28.6025","-99.338058","ROBINSON HELICOPTER","R22 BETA II","HELI","","","FALSE","1","","AOBV","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=75449","11/9/2011 2:29:00 PM",
